"22",0,"I'm biased bcuz I work with ppl who are mentally challenged n deal with depression n shit everyday so don't judge the shooter either"
"23",0,"RT @DePaulU: DePaul does not allow guns on campus."
"24",0,"Women of the USPSA Nationals 2011: http://t.co/egqi45LIyX &lt;--- LOOK how EVIL guns are MOMS! They're ONLY for KILLING CHILDREN."
"25",3,"RT @IvoryLatta12: Prayers and thoughts goes out to the shooting in Colorado this Shh don't make any sense America people need to find Je ..."
"26",0,"Get Your Federal Firearms License: Get Your Federal Firearms LicenseNew Ffl Kit To Help You Get Your Federal Fir... http://t.co/zhOzYoQE"
"27",1,"RT @paulwesley: How many more tragedies must we endure before the archaic gun laws in this country are changed!!? Wake up!!!"
"28",0,"RT @voxday: USA: 88.8 guns/100 people, 2.87 gun homicides/100k people MEXICO: 15.0 guns/100 people, 9.97 gun homicides/100k people."
"29",0,"RT @15andOfficial: [Making] 15&amp; SOUND - 2nd SOUND ñClockworkî Shooting Site http://t.co/7BhxAvns http://t.co/ZD8xHLse"
"30",1,"Butler County deputy shot, US 54 blocked off for search of suspect - Kansas City Star http://t.co/CZpXYrDLDt (Latest) #guncontrol"
"31",0,"RT @KRCG13: [ICYMI] Three men are in Pulaski County Jail after an investigation into multiple firearms burglaries. http://t.co/bPHIyoz7"
"32",0,"It's two people killed at a family fireworks show in old Sacramento. Very sad that people would even think to bring a gun there"
"33",0,"I don't quite understand exactly how gun control is related to being taught the value of life directly, I'm not... http://t.co/icnFWnOP"
"34",0,"Sad: Gunmen attack Bauchi school, kill 5 year-old girl: by Zara Mustapha The police in Bauchi reports that som... http://t.co/pfePSBA6zT"
"35",2,"RT @lluizzijr: Proof More guns really does equal less crime http://t.co/Mgee8bfrO0 @GovChristie #NJ2AS #NJ"
"36",0,"900,000+ Americans have died in 30 years in the US from guns vs approx 3,000 from terrorism in 30 years. Which is the national emergency?"
"37",1,"RT @piersmorgan: Wanting America to ban assault weapons &amp; high-capacity magazines isn't 'anti-constitutional' - it's called 'common ..."
"38",0,"Anyone that's all for banning guns (assault rifles) is also all for having the long dick of the law shoved extra far up your ass!."
"39",0,"RT @DispatchDemon: Coldspring, TX - Double-fatality shooting being investigated in San Jacinto County. #Texas http://t.co/q3ZFGDgItk via @Sƒ"
"40",0,"RT @wirewry: RT @Mathiasian: Childless Lib Sandra Fluke: ñHow We Raise Boysî Leads To Gun Violenceƒ http://t.co/4VG3zv6U - idiot"
"41",0,"Killed - Vincent Winnie (Vallejo, CA) http://t.co/r2LmXBebjA #tcot NRA #p2 #UniteBlue #WhatWillItTake #gunsense #2a"
"42",1,"RT @AOAV: How do mass shootings affect gun laws? http://t.co/4musEL5haR #guncontrol"
"43",0,"RT @MarilynFried: ñ@NatureGuy101: Speaks for itself @politicususa #UniteBlue #NotOneMore #LibCrib #tcot http://t.co/H9SwqnKaor / The NRA iƒ"
"44",3,"RT @DoTheRHYthing: R.I.P to the 12 ppl that died in the died in the Colorado theatre shooting..__ http://t.co/SOdXMRd5"
"45",0,"RT @kaatereese: @brennakirwan10 and @Sydbueckert3 are shooting spitballs in moxies... #mature #neednewfriends"
"46",0,"Timothy Davison Killed In Apparent Road Rage Shooting _ Huffington Post: Timothy Davison Killed In Apparent Ro... http://t.co/UKFW8AQV0m"
"47",0,"@iamcassandra I just get tired of every team becoming 100 % 3pt shooters against us, then shooting like 2% vs everyone else."
"48",1,"RT @foxnewsradio: President Obama to push gun control legislation. FNR's @majchrowitz reports: http://t.co/qq94nrJ9oG"
"49",0,"RT @McCarrollJoshua: NFL banned a pro-gun Super Bowl ad but allowed a #scientology ad. That is right, 'merica. Xenu is more approps than sƒ"
"50",2,"RT @LibertarianCiti: If only we had Congressmen who cared about the Constitution and our civil liberties #StandWithRand #2ndamendment"
"51",0,"RT @jason_wilson: One of the U.S.S. Missouri's old 16-inch guns has a new home: The restored Battery Townsley in the Marin Headlands: ht ..."
"52",0,"Student told to stop resisting arrest 56 times before fatal shooting, police say http://t.co/C2g0jWHCRg"
"53",0,"RT @LisaMcAlister1: At the pool &amp; there are 20 empty lounge chairs &amp; this lady sits right next to me &amp; starts conversation. This is why I cƒ"
"54",2,"@brantheman9735 2773- (IBD) Gun Grab: Judge Says Second Amendment Doesn't Protect AR-15s http://t.co/BP54izm5rU - #2A #AR15 #NRA"
"55",0,"RT @MsJamerica: This has been the 4th time this WEEK I've heard about people just walking into buildings and shooting people. #StopTheVi ..."
"56",0,"#asshat @JimCarrey Says New Gun Owners' Lives Not 'Worth Protecting' http://t.co/b3ksgHCE via @BreitbartNews"
"57",0,"Gunman Opens Fire at Tuscaloosa Bar and Multiple People Shot - Join Talk at: http://t.co/hdqC6LWu"
"58",0,"Clearly all students should be allowed to carry guns to school to defend themselves, right #NRA? School #Shooting http://t.co/a0vAiL6f"
"59",0,"RT @BlackCanseco: By The Way: 16 Wounded, 2 Killed during Chicago Shootings This Weekend..."
"60",0,"RT @DRUDGE_REPORT: HUNGER GAMES: Woman pulls stun gun in argument over WALMART shopping cart..."
"61",0,"RT @katy_baybay: If guns kill people then spoons make you fat. That's how I relate to the logic here."
"62",0,"@CoolNEGuy Despite files, Conn. school shooter remains enigma @HolyKatyPerry"
"63",0,"Random shootings prompt school lockdowns in Mich.: Five schools kept children off playgrounds and nervous commut... http://t.co/cAFnvipV"
"64",0,"RT @piersmorgan: This depressing article says all you need to know about America's insane gun culture &gt; http://t.co/YSu7C5KXBl"
"65",0,"Why do people worry about gun control in the US? There effectively isn't any at all."
"66",0,"A Niagara Falls shooting suspect is in custody, after Amherst Police acted on a tip that he was at the Boulevard Inn http://t.co/zVl7yD6n"
"67",1,"RT @OFA: Polls are clear: 9 out of 10 Americans still support expanding background checks for gun sales. Tell Congress to act: http://t.co/ƒ"
"68",1,"Obama proposes gun control measures based on mental health http://t.co/IJ80Fjnjdi"
"69",3,"RT @ItsRealBatman: 6 year-old Veronica Sullivan died in the #TheaterShooting, taking a bullet for her baby sister. RIP. R-T for respect. ..."
"70",0,"RT @ellax0_: Chicago &amp; Empire State Building shooting. the world's gone mad smh."
"71",1,"RT @kharyp: Two adults, six children dead in Florida shooting: report http://t.co/hyoOm4Njra #gunsense http://t.co/SBunl1hBch"
"72",0,"@deanhope09 @SoccerCoachJL @CoachingFamily warm ups / skill challenges / shooting / dribbling / passing / heading ... Pretty much everything"
"73",0,"RT @FoxNewsInsider: 'These kids are dangerous!': @megynkelly mocks extreme ""pastry gun"" incident http://t.co/b3iHIz9KaZ"
"74",3,"@DuffMcKagan seen a picture of the gun he's used &amp; how can you justify a civilian owning a gun only soldiers should need? #PrayForNewtown"
"75",0,"RT @HollywoodPol: I Don't Think It's About More Gun Control. ... This Shooting is About People Who Aren't Taught the Value of Life. http://ƒ"
"76",1,"Stars React to Colorado Shooting, Push for Gun Control Laws - Amidst the sadness and... http://t.co/OdRmw0MO #DarkKnightRises #MileyCyrus"
"77",0,"No shootings since about 8:20 p.m. #rain #chicago"
"78",0,"#TCOT your Mitt Romney at the NRA versus Reality: http://t.co/9qOwY6nW via @youtube"
"79",0,"Investigation of LAX shooting focuses on suspect's alleged TSA hatred - Oneida Dispatch (Latest) http://t.co/rYHDViaX7X #jobs #trust"
"80",0,"RT @TheDailyEdge: Five people killed by guns in Seattle as freedom continues its deadly march http://t.co/6quTs2rzBl"
"81",0,"Gun control is not a class war being waged by the so called liberal elite and even if it ws the best weapon isn't anƒ http://t.co/uxKFbkreJU"
"82",0,"@KielO i never said ban all guns or that gun owners were crazy. but i think there are problems to address: http://t.co/UI15KGs1"
"83",0,"A new favorite: GUN007 (SPACE EP) VERSION - FAR OUT by Gun Audio http://t.co/8yvvcXvYuu on #SoundCloud"
"84",0,"Ironically, Kennesaw law requires all citizens to own a gun."
"85",3,"RT @RealCollegeGuy: #PrayersForAurora Isn't to raise awareness. It's to show respect for the victims of the shooting. Have a heart peopl ..."
"86",0,"Maryland mall shooting: Journal may reveal gunman's motives; mall to reopen - (CNN) -- A journal discovered at... http://t.co/fZGGyVRtt0"
"87",0,"Corporate Speech and Advertising Are at the Heart of Solving Gun Violence | Alternet http://t.co/6jV0zYfd"
"88",0,"RT @citypages: Gun permit holders can legally carry rifles in Minnesota Target stores http://t.co/T7zUTRI42U #icymi"
"89",0,"US: Man finally arrested over shooting of teen lesbian couple http://t.co/67IL6Y9h03"
"90",0,"@reseudaimon: Guns don't kill people; people with guns kill people. @jrbwrites http://t.co/MIXw6J1Jfh"
"91",0,"RT @NRA: Watch the #NRA Press Conference live at 10:45 am ET. Stream it here: http://t.co/xwLIJdqU"
"92",2,"For those who further this ridiculous, unconstitutional notion of a ban of firearms, do you know that a gun is a reason that I am alive?"
"93",0,"ñ@cultofmac: Apple Revises Age Guidance For iOS NRA Shooting App, Petition For Removal Appears http://t.co/HKHnVbghî"
"94",0,"Wyoming Lawmakers Propose ïGun ProtectionÍ Legislation-Read More... http://t.co/ehfwNREA"
"95",0,"10 lbs of weed, heroin, and a loaded gun?! Nelly knows how to party... http://t.co/YUMCaKp2 #JEEZUS #texas"
"96",1,"Obama Blames Politics for Stalled Gun Reform: Lawmakers on both sides of the aisle continue to resist Obama's ... http://t.co/GOxX69GiD8"
"97",0,"RT @LeviathanLeap: #NavyYardShooting asshole was Obama supporter and Democrat voter...no worries Dems, he'll still cast a vote from the graƒ"
"98",0,"27 dead from the Conn. shooting, incredible"
"99",0,"RT @AnarchoAnon: FUCK THE #WBC! Today #ANONYMOUS will shield #TheaterShooting Memorial from WBC's protest. 5PM MDT in front of Aurora Mu ..."
"100",2,"Finally Back In Stock! Complete #AR15 Phosphate Coated Bolt Carrier Group Only $124.95 Shipped http://t.co/Pf1ItX0UiJ #GunRights #Rifle #NRA"
"101",1,"Gun Control Celebrities &amp;#8216;Demand A Plan&amp;#8217; http://t.co/Q8LBx7LK"
"102",0,"RT @codepink: NRA shill testifying in #guncontrol hearing looking at a fat raise after this."
"103",0,"RT @NBCNewsHealth: Columbine survivor: Shooting victims' parents shouldn't carry guilt http://t.co/PROpPjCn"
"104",0,"Why school shootings donÍt lead to tighter gun control in the US http://t.co/A7736ua9 http://t.co/4obllwVS"
"105",0,"RT @Suntimes: UPDATE: Second local man escapes Colorado theater shooting uninjured, describes scene. http://t.co/uVySGe84"
"106",0,"San Francisco police searching for suspect accused of fatally shooting man ... - http://t.co/H3JTCb4KeF http://t.co/IzjgtE93bj"
"107",0,"RT @Aefauld: @nprfreshair @NewYorker Please refer to A Lanza as ""murderer"" not ""shooter"". Shooter is Hollywood vocab. Murderer is reality. ƒ"
"108",0,"Fatal officer-involved shooting in Oakland investigated http://t.co/WWEtvg8WF8"
"109",0,"An 8 year old girl died running the boston marathon for the children who died in the school shooting"
"110",1,"RT @marcylauren: Polls Find Continued Support for Stricter Gun Laws and a Path to Citizenship http://t.co/eOVD73iRDs"
"111",0,"1500 Watt Dual Temperature Heat Gun (572ÁF/1112ÁF) 120V 3.6 and 12.1 Amps: 1500 Watt Dual Temperature Heat Gun (... http://t.co/kgp60TAL"
"112",0,"RT @PatDollard: The $500,000 Gun &amp; 17 Of The Most Badass Firearms At The NRA Convention http://t.co/HjaZZFbJ5A http://t.co/ImnpLoSboE"
"113",1,"RT @PapiTerra: #West Virginia RT or Call @SenRockefeller #WeDemandAVote on #GunControl Proposals 304-367-0122 #UniteBlue #p2"
"114",0,"ñ@KPCCNews: Origin, ownership and legality of weapons in Santa Monica shooting under investigation http://t.co/SpfZ2pMMlsî"
"115",2,"Help NJ stay free &amp; you could win 1 of 3 guns! Go to http://t.co/4DaBh7WcoO send a letter to Christie &amp; you're entered to win!#NJ2AS #2A"
"116",0,"Former SEAL Shares Tips on How to Protect Yourself in a Shooting Like That in Colorado http://t.co/EsTtOhp7"
"117",0,"Army Major Injured in Fort Hood Shooting Returns Home to WNY #Rochester http://t.co/si6f018AK5"
"118",2,"Obama has already trashed the 4th Amendment. Now attacking the 1st &amp; 2nd through Biden's gun grab initiative. Time to take back DC."
"119",0,"RT @MsKristyGardner: I'm jumpin' the gun! #FF New favorite people! @Lloyd @IvaGrbesic @MyFashAvenue @gatto_joe @thaknowsfood @theideaburo @ƒ"
"120",0,"CORRECTION: Police at 17th and Peoria checking the apartment of James Holmes for explosives. #theatershooting"
"121",0,"The Mind of the Mass Murderer http://t.co/LWG3QTfcUv via @sharethis #massmurder #massshootings"
"122",0,"RT @blazed2blaze: ñ@proglegs: Florida Gun Shop Sides with StopRush, Pulls Ads Off Rush Limbaugh Show http://t.co/wnFMXFbOoO #uniteblueî excƒ"
"123",0,"Charly Boy: Why I always carry my guns: by Charly Boy I carry a gun because I am a responsible armed citizen r... http://t.co/VtwxhCjjXK"
"124",0,"Colorado School Shooting: Teen Victim Dies: A 17-year-old student dies from injuries sustaine... http://t.co/0M9qxcjhDl #news #headlines"
"125",3,"RT @UncleRUSH: we must do better - sad to hear about another shooting in Colorado... http://t.co/SSIOapuH (via @GlobalGrind) #prayers"
"126",0,"RT @Lockedonsports: Marvin Williams off the bench shooting 47% from the field and 42% from three - as a starter 41% FG and 32% from three"
"127",1,"Gun control lets get a move on it"
"128",0,"Memorial Day shootings lawsuit against Ewell Hunt, Agee settled: The lawsuit originally asked for $20 million.æ ... http://t.co/iqFR7sCZ"
"129",2,"RT @HD_Ride: According to @NJSenatePres Women's Rights do NOT include this poor NJ Mother's right to defend herself http://t.co/Y6oAblkEtX ƒ"
"130",0,"RT @News12LI: #BREAKING: Arrests made in 1 of 3 recent Central Islip shootings http://t.co/BiCgFoohMr"
"131",0,"RT @thedailybeast: Shooting Reported at Sikh Temple http://t.co/Z1xErKEL #cheatsheet"
"132",2,"RT @A5H0KA: LIBERAL REASONING FOR MORE #GUNCONTROL #NJ2AS #2A #NRA #PJNET http://t.co/hhWFmixgqR"
"133",0,"RT @WriteOffTheEdge: @JBucknoff @michaelterry337 @dreamcatcher5 @YDanasmithdutra @TheBucketShop Refreshingly true - guns make us less safe,ƒ"
"134",3,"RT @Karina_Marlene: Heartbreaking Jessica Gawhi's mom shares last text from her minutes before she died #theatershooting #RIPJessica htt ..."
"135",0,"Maryland House passes gun bill with fingerprint requirementw what they're getting themselves into before talking to me,"
"136",0,"Pupils fear gangs on way to school http://t.co/II53jPwjwC #ENDTHENRA"
"137",1,"RT @ThePlumLineGS: Paging Senator Coburn RT @chucktodd Number two issue public wants GOP to compromise with POTUS on: background checks ..."
"138",0,"@amitaisandy @urig @arbiv2lo I never did ,but these Zionist who invading our village shooting our children deserve everything happens 2 them"
"139",0,"RT @dtbloom: @markschlereth in support of the shootings today SGGC will donate 100% of our profit for the weekend to the Red Cross"
"140",0,"The Trifecta: ""Congressman Compares Gun Control, Gay Marriage, and Bestiality"" http://t.co/KheA6fX0P9 via @TopixPolitix &amp; @PolitixMary"
"141",0,"RT @DRUDGE_REPORT: 65,376,373 Guns Bought Since Obama Took Office... http://t.co/EQiF4QOM"
"142",0,"How I joined the NRA _ by accident http://t.co/s4X9JFF9qb"
"143",0,"Neighbor comforted kids who fled shooting: At 9:30 a.m. ET on Friday, Gene Rosen found a group of children in tears at the end of his..."
"144",1,"RT @JackManning_: Shame on the US Senate members who voted against background checks on gun sales. http://t.co/GMHpYLdHMd"
"145",0,"ñ@WarOnDrugsnews: Jets RB Goodson charged on firearm, marijuana charges - USA Today - USA TODAY (blog) http://t.co/f060NYNPGDî @_mattywood_"
"146",0,"RT @irritatedwoman: Gallup: More Americans Favor School Officials Having Guns Than Weapon Ban http://t.co/8Am5HGb6"
"147",0,"RT @djt1948: The UN is committed to taking all guns away from Americans. http://t.co/S63j5GGj via @youtube"
"148",0,"WaPo Hits Obama For Peddling False 40% Background Check Myth on Gun Sales | NewsBusters http://t.co/CyvgjFlnQQ #tcot"
"149",2,"The police, and state they represent, are thugs and tyrants. Tune in tomorrow when we explain why this means you should give up gun rights."
"150",0,"@realfatapollo Norway has some of the strongest gun laws in the world and that butcher was able to gun down 70+ children."
"151",0,"RT @M_Gelin: I ask if shooting target is supposed to resemble Obama. Salesman: ""Oh no, it can be Bill Cosby, Dennis Rodman"" #NRA http://t.cƒ"
"152",1,"RT @GavinNewsom: CA committee passes tough gun &amp; ammunition control bill http://t.co/vfwH6DJYN5"
"153",0,"And my mom has the local news on her tv, and Breaking News, there was a shooting in an Alabama hospital. 24 hrs later!"
"154",0,"My Top 3 #lastfm Artists: Number One Gun (18), (null) (17) &amp; Counterparts (10) http://t.co/NsK7IjkCs6"
"155",0,"RT @ClaraJeffery: States with highest gun ownership rates have a gun murder rate 114% higher than those with lowest gun ownership rates httƒ"
"156",0,"Jury Finds Texas Man Not Guilty in Shooting Death of Drunk Driver http://t.co/1QVhLHA43b"
"157",2,"RT @david_schulze: Has @NJSenatePres even considered the fiscal cost of S2723 to NJ? We already know what the Constitutional cost will be ƒ"
"158",0,"MT @theScore: Jose Canseco is recovering in hospital, reportedly shooting self in hand. http://t.co/0z18FOaI89 http://t.co/VBpF0N9eDi (-_-)"
"159",0,"RT @carlie_kollath: Warrants issued for Tuesday's fatal shooting in Marrero: bros Kevin Hicks (25) &amp; Kevias Hicks (22) &amp; Tommie Molette (21ƒ"
"160",0,"RT @Lord_Sugar: I think someone has jumped the gun at Highbury @piersmorgan too confident http://t.co/eY6SNrJA5V"
"161",0,"What we know so far--_ One person injured at shooting at home on Irondale Drive http://t.co/WuwaT4OSF7 via @whnt"" http://t.co/zyafvGJEZo"
"162",0,"RT @Asher_Wolf: Shorter NRA: censorship, state surveillance for ""thought crime"" &amp; guns for all to ensure the ""goodies"" can get the "" ..."
"163",0,"RT @NickBaumann: Let's not forget that the company that promises a big gun will make you a man is called ""Bushmaster"": http://t.co/D4G86SO8"
"164",0,"I go shooting all the time. I also balance tons of budgets and create lots of jobs."
"165",0,"Must-see morning clip: ñSNLî mocks Senate gun control proposal: Jay Pharoah's Barack Obama proudly announces: ... http://t.co/dhrh4okAEq"
"166",0,"Dear O Leftist #SRM Assault weapons(which they r not) Account for less then 1/4 of 1% of all guns used in crimes. baseball bats used more of"
"167",0,"RT @BreakingNews: At least 1 person detained in Houston campus shooting; not clear if it is suspect, deputy constables say - @KPRCLocal2 ..."
"168",0,"@EVTNow I wonder how many responsible gun owners with assault rifles have committed crimes?"
"169",0,"RT @1500ESPN: As Tajh Boyd tries to rebuild draft stock, Bridgewater guns for No. 1 #Vikings (via the 1500 ESPN SportsWire) http://t.co/2Qvƒ"
"170",0,"Ron Paul Slams NRA Proposal For Armed Guards In Schools: &amp;#039;Gov&amp;#039;t ... - http://t.co/V6y0kYVL"
"171",1,"We outlaw 2nd-hand smoke, but ignore the 2nd-hand effect of semi-automatic #guns. Could we BE dumber? #NRA -- I hope your hdqtrs blows up."
"172",2,"NJ mom's #Constitution recitation... - http://t.co/dnxFKwtfzL #Gunrights"
"173",0,"@edshow Believing a police presence would make schools safer is not the same as agreeing to guns in schools."
"174",0,"RT @presscitizen: Police are still searching for a second suspect in the early morning shooting on the ped mall. http://t.co/dSTCZEOCcf"
"175",0,"Washington can't control border, guns, drugs or budget. Are you willing to sacrifice your liberty in attempts to control the climate?"
"176",0,"@mproulx16 As a parent, I WANT my doctors to ask me all the things that significantly impact the safety of my child. Helmets. Rx Drugs. Guns"
"177",0,"RT @YungFinance: The guy in charge of the gym just told me I have to quit making gun sounds while I run. This dude will never be trill."
"178",0,"#RockAlert Don't rush to sell your gold before October 2015 #NRA #cpartyusa #teaparty #Forex #CNN #GOP #BBC #FoxNews #Haaretz #USMC #CDU"
"179",0,"RT @toxicprada: will it be ""ONE DIRECTION HOLD NEW RECORD FOR MOST VIEWS IN 24HRS"" or ""VEVO ADMINS KILLED IN MASS SHOOTING BY TEENAGE GIƒ"
"180",0,"RT @thehill: .@SpeakerBoehner won't commit to House vote on gun-control bill http://t.co/jLmQYJfYAU by @russellberman"
"181",1,"RT @Rebecca_221B: 6 days after an 11 yr old St. Louis boy was shot &amp; killed, an 11 yr. old girl shot in St. Louis. Need #GunSense now! httpƒ"
"182",0,"RT @USRealityCheck: BREAKING: Elementary School Shooting in Connecticut: Connecticut State police are respondin... http://t.co/m10OFt66 ..."
"183",1,"@bieberrkfc Mass. Sens., Boston mayor to urge tougher gun laws: BOSTON (AP) ? U.S. Sen. Elizabeth Warren is joining fellow ... @MJJPEACE"
"184",3,"RT @MITnews: We are saddened to report that the victim in last night's shooting is Patrol Ofc. Sean A. Collier, 26, of Somerville http:/ ..."
"185",0,"50 School Shootings In Under Two Years SaysæSomething http://t.co/v3sgtxCTHF"
"186",0,"RT @orthotropic_: Will @GovChristie promise to VETO A2006 so 1.1 Million law abiding NJ gun owners aren't turned into felons w/the stroke oƒ"
"187",1,"New York enacts gun-control law, first since Newtown attack | General Headlines | Comcast http://t.co/aAcWPPVn"
"188",1,"@SenRonJohnson require universal background checks and mental screening before all guns sales"
"189",2,"RT @thehardrunner: Diane Sawyer uses scare tactics to attack gun owners. #Liberty #2A http://t.co/OWdLUZH3lV Pls watch and share."
"190",0,"@LosoAndretti SHOUTOUT TO MY SHOOOOOOTTTTTTTEEEEEERRRRRRR DAMN HE SUCH A GOOD SHOOTER!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"191",0,"RT @FOX29philly: Police: 17-year-old dead after playground shooting near Mount Airy."
"192",0,"Solomon Friedman: Firearms policy should be based on fact: http://t.co/Hr2AIqCRmT"
"193",0,"""The NRAÍs rating is higher than that of Hollywood and the entertainment industry"" http://t.co/vNt4YtLf WSJ #tcot"
"194",0,"President Obama Makes a Statement on the Shooting in Newtown, Connecticut http://t.co/CGsbK5yV via @youtube"
"195",1,"Research &gt; Preventing Domestic Abusers and Stalkers from Accessing #Guns http://t.co/yfCDZOqqpj #GunControl #NRA"
"196",0,"RT @Devin_Herr: Gun Laws stop people from murdering? We should make murder illegal too..."
"197",0,"Why do shootings always happen at schools. Fuck"
"198",0,"RT @MBUSA: Hearing the CLA45's engine note made @Autobytel ""envision flames shooting out of the back."" http://t.co/47BG7GtUBQ http://t.co/1ƒ"
"199",1,"@CNNLive @BarackObama I've lost all faith in congress, getting re-elected is more important than doing right thing #gunregistry"
"200",1,"RT @henrik525: http://t.co/VdmGkbfqmL #guncontrol #piersmorgan @piersmorgan @Jevon_Sparta take a look at this :)"
"201",0,"RIDICULOUS: Dad arrested after posting picture of himself holding baby and BB gun http://t.co/qvi2zDwg"
"202",0,"Via @nprnews: Gun Sales Are Up Sharply In Colorado Since Theater Shootings http://t.co/nc8gxegf"
"203",2,"Enter to WIN A GUN by telling @GovChristie to VETO #NewNJGunLaws. Go to http://t.co/nf0chACEBs to support NJ #2A Rights #NJ2AS"
"204",1,"RT @ReeseWanya: We Need Tougher Gun Laws In The United States #CTshooting"
"205",0,"Get Your Federal Firearms License: Get Your Federal Firearms LicenseNew Ffl Kit To Help You Get Your Federal Fir... http://t.co/665bExgV"
"206",0,"Manhattan cop sold NYPD guns to support drug habit, prosecutors sayæ - Daily News http://t.co/XPd2pVzq"
"207",2,"#UN #SmallArms #Treaty means #SecondAmendment is nullified! #RedDawn in the #USA! #Tyranny #Socialist #ccw #nra #Guns http://t.co/6JB5J8ED"
"208",0,"ñ@EC_ROCK: **AZ Mills Mall on Lockdown for Shooting Suspect Search http://t.co/VLrhbRmPî turning into desert sky mall"
"209",0,"@kirstenpowers10 I completely disagree with you on gun control, but this is a fascinating discussion. I admire your conviction."
"210",3,"My prayers go out to the victims of the Colorado shooting. I kno times are rough right now, but we cannot turn to violence. Keep God first."
"211",3,"RT @Bharper3407: Thoughts &amp; prayers go out to the victims and responders at the Navy Yard! It is absolute sickening that people do this! #Nƒ"
"212",0,"My statement regarding the tragic school shooting in Newtown, Connecticut. http://t.co/4ztW5zAI"
"213",0,"I actually miss having easy access to firearms and high-powered explosives. #reallybadday"
"214",0,"RT @NRA2ndAmendment: After 9/11 America didn't blame all Muslims 4 the Twin Towers but after a shooting the left blames all gun owners 4 ..."
"215",0,"We stand with Reverend Corey Brooks in his inspiring journey to end gun violence in Chicago. http://t.co/ebyAqvs7"
"216",0,"RT @AlexCrawfordSky: #PistoriusTrial Judge says he DID have control over actions: froze but then thought, got gun, walked to bathroom"
"217",0,"Act NOW to Stop Community Squirrel Shooting Event! - The Petition Site http://t.co/eZAyPgLo"
"218",0,"RT @jllBby: #MasitaKyu _______________ _________________ 13.00 ____ __shooting schedule ________________ 19.30 __________masita ______ :)"
"219",0,"new: BREAKING: Charges Against NRA T-Shirt Wearing Teen Dropped http://t.co/slMUJnlRUa"
"220",0,"Two Pro-Gun Bills Headed to Congress After Recess http://t.co/nwiK2dnG9t @MD_Shall_Issue What does this mean to Marylanders?"
"221",0,"RT @cnnbrk: Suspect in Philadelphia high school shooting turns himself in. http://t.co/W6Bsr42UTU"
"222",0,"Why the #NRA Says What Some Gun Advocates Are Doing Is ïDownright WeirdÍ - The practice is counterproductive... http://t.co/uj9J19TiuA"
"223",0,"RT @WhiteHouse: ñIf public opinion does not demand change in Congress, it will not change.î „President Obama on legislation to prevent gun ƒ"
"224",0,"Will this gun control opponent realize how bad his arguments are? (via @Upworthy) http://t.co/XQfiKly8YF"
"225",1,"RT @Everytown: WeÍre close to passing a historic guns &amp; domestic violence bill in Minnesota! HereÍs why the NRA is silent: http://t.co/WG9Aƒ"
